fid,customer_name,account_site_nbr,state,latitude,longitude,new_tgt_cnt_4mi,new_tgt_cnt_3mi,new_tgt_cnt_2mi
450,Walmart,"13808907",AL,34.77,-86.586,9,7,5
451,Family Dollar,"5671248",AL,34.793,-86.599,5,2,1
452,Walmart,"8153787",AL,34.794,-86.75,9,4,2
453,Walmart,"8665912",AL,34.816,-86.496,2,1,1
454,Publix,"5634407",AL,34.818,-86.49,2,1,1
455,Family Dollar,"5671153",AL,34.825,-86.475,1,1,1
456,Walmart,"7797163",AL,34.83,-86.64,,,
457,Publix,"6088071",AL,34.836,-86.571,3,2,1
458,Publix,"5634461",AL,34.871,-86.571,2,2,1
459,Family Dollar,"5671106",AL,34.93,-86.572,1,1,1
460,Dollar Tree,"8961670",AL,34.94,-86.592,1,1,1
461,Family Dollar,"5670903",AL,32.301,-87.798,,,
462,Family Dollar,"42359784",OK,32.303931,-87.797847,,,
463,Walmart,"14695537",AL,33.929,-87.824,,,
464,Dollar Tree,"8017953",AL,33.93,-87.807,,,
465,Walmart,"5363056",AL,33.938,-87.841,,,
466,Walmart,"7359722",AL,34.118,-87.99,1,1,1
467,Walmart,"15600823",AL,34.119,-87.99,1,1,1
468,Dollar Tree,"7377693",AL,34.143,-87.978,1,1,
469,Family Dollar,"43034709",AL,34.27791,-87.83021,1,1,1
470,Dollar Tree,"2209244",AL,34.202,-86.157,3,3,3
471,Walmart,"14602555",AL,34.207,-86.162,3,3,3
472,Walmart,"67424480",AL,34.215,-86.154,3,3,3
473,Family Dollar,"5244721",AL,34.27,-86.212,3,3,3
474,Walmart,"15588629",AL,34.301,-86.276,5,3,2
475,Dollar Tree,"2700626",AL,34.326,-86.5,2,2,2
476,Walmart,"2539961",AL,34.331,-86.291,5,4,3
477,Walmart,"15601153",AL,34.331,-86.495,2,2,2
478,Macy�s,"8574310",AL,34.333,-86.316,4,3,3
479,Dollar Tree,"2947554",AL,34.337,-86.302,4,3,3
480,Walmart,"67428533",AL,34.341,-86.501,2,2,1
481,Dollar Tree,"8637542",AL,30.401,-88.245,1,1,1
482,Family Dollar,"5471569",AL,30.418,-88.244,1,1,1
483,Family Dollar,"5471053",AL,30.459,-88.115,,,
484,Family Dollar,"7753436",AL,30.466,-88.238,,,
485,Walmart,"9967349",AL,30.531,-88.237,4,2,2
486,Pilot,"7649113",AL,30.559,-88.205,11,10,2
487,Pilot,"42979255",AL,30.559829,-88.20564,11,10,2
488,Pilot,"42530060",AL,30.560077,-88.205074,11,10,2
489,Walmart,"8482659",AL,30.563,-88.214,11,6,2
490,Family Dollar,"5471320",AL,30.564,-88.216,11,5,2
491,Walmart,"15594726",AL,30.587,-88.168,14,7,4
492,Family Dollar,"5471011",AL,30.587,-88.168,14,7,4
493,Walmart,"64132323",AL,30.595,-88.164,12,8,5
494,Walmart,"7324281",AL,30.595,-88.165,12,8,5
495,Family Dollar,"5471229",AL,30.61,-88.074,1,1,1
496,Walmart,"5443082",AL,30.639,-88.248,8,5,4
497,Walmart,"5518936",AL,30.641,-88.19,19,10,6
498,Publix,"7361219",AL,30.642,-88.193,21,8,6
499,Family Dollar,"5471568",AL,30.646,-88.102,17,12,1
500,Walmart,"67408264",AL,30.649,-88.161,25,13,5
501,Family Dollar,"6320374",AL,30.652,-88.147,25,18,5
502,Walmart,"6262516",AL,30.653,-88.129,24,18,10
503,Family Dollar,"5471465",AL,30.662,-88.105,19,13,10
504,Walmart,"2344964",AL,30.667,-88.125,22,16,14
505,Walmart,"8408278",AL,30.669,-88.104,19,13,11
506,Target,"5505718",AL,30.67,-88.12,18,16,13
507,Dollar Tree,"8409997",AL,30.672,-88.126,20,16,13
508,Walmart,"67334212",AL,30.672,-88.104,19,13,12
509,Family Dollar,"6594563",AL,30.672,-88.171,28,10,5
510,Target,"5503248",AL,30.673,-88.225,18,10,5
511,Home Depot,"63989344",AL,30.673,-88.134,22,18,12
512,Family Dollar,"5471463",AL,30.674,-88.055,5,3,2
513,Home Depot,"66858291",AL,30.675,-88.224,18,8,5
514,Walmart,"7325699",AL,30.676,-88.225,18,8,5
515,Whole Foods,"8142194",AL,30.676,-88.152,25,16,7
516,Macy�s,"7379127",AL,30.676,-88.169,27,9,5
517,Walmart,"7765471",AL,30.678,-88.195,18,12,6
518,Whole Foods,"8771633",AL,30.686,-88.125,19,14,12
519,Family Dollar,"5471487",AL,30.693,-88.068,7,3,2
520,Family Dollar,"7910927",AL,30.695,-88.055,5,2,2
521,Family Dollar,"5471675",AL,30.7,-88.112,17,12,2
522,Family Dollar,"6879744",AL,30.709,-88.195,13,10,
523,Family Dollar,"7169815",AL,30.712,-88.098,15,3,
524,Walmart,"8193785",AL,30.713,-88.168,12,5,4
525,Walmart,"13808931",AL,30.713,-88.093,14,3,
526,Family Dollar,"5471436",AL,30.719,-88.084,6,2,
527,Family Dollar,"6594574",AL,30.72,-88.151,10,4,3
528,Pilot,"45230420",AL,30.728,-88.196,11,5,2
529,Family Dollar,"5471631",AL,30.733,-88.175,4,3,3
530,Family Dollar,"5471406",AL,30.739,-88.104,3,3,1
531,Family Dollar,"7841405",AL,30.746,-88.078,3,3,2
532,Family Dollar,"6848373",AL,30.752,-88.116,3,2,1
533,Dollar Tree,"5094986",AL,30.754,-88.262,6,5,1
534,Family Dollar,"5471225",AL,30.757,-88.076,3,3,2
535,Walmart,"2001896",AL,30.762,-88.229,5,2,2
536,Walmart,"46510990",AL,30.802,-88.1,3,3,
537,Dollar Tree,"7696818",AL,30.815,-88.092,4,2,2
538,Family Dollar,"5471285",AL,30.821,-88.259,3,1,1
539,Family Dollar,"7888167",AL,30.823,-88.357,,,
540,Family Dollar,"5471676",AL,30.825,-88.074,3,3,2
541,Pilot,"67285387",AL,30.871,-88.046,1,1,1
542,Pilot,"42979154",AL,30.872509,-88.046351,1,1,1
543,Family Dollar,"5471472",AL,31.098,-88.238,,,
544,Family Dollar,"5671092",AL,32.303,-86.366,3,2,2
545,Family Dollar,"5671243",AL,32.313,-86.224,7,2,
546,Walmart,"65952413",AL,32.326,-86.232,9,4,2
547,Family Dollar,"5671182",AL,32.327,-86.324,5,4,2
548,Walmart,"14843021",AL,32.329,-86.26,8,5,2
549,Family Dollar,"5671236",AL,32.329,-86.268,7,5,2
550,Macy�s,"14601737",AL,32.332,-86.244,8,6,2
551,Family Dollar,"5671074",AL,32.332,-86.299,8,2,1
552,Family Dollar,"10341300",AL,32.338,-86.259,11,6,4
553,Walmart,"8603923",AL,32.339,-86.173,8,6,5
554,Walmart,"8602735",AL,32.339,-86.175,8,6,5
555,Publix,"5634321",AL,32.339,-86.182,9,8,3
556,Family Dollar,"7811999",AL,32.343,-86.341,7,3,1
557,Family Dollar,"5671086",AL,32.347,-86.352,6,3,
558,Family Dollar,"6371813",AL,32.351,-86.304,7,6,1
559,Home Depot,"46740562",AL,32.351,-86.223,15,7,2
560,Publix,"6103093",AL,32.355,-86.265,11,8,4
561,Walmart,"5225150",AL,32.355,-86.135,6,3,3
562,Walmart,"45967768",AL,32.356,-86.215,16,10,2
563,Home Depot,"2937331",AL,32.357,-86.133,6,3,2
564,Dollar Tree,"25750216",AL,32.358,-86.27,11,8,3
565,Dollar Tree,"10481779",AL,32.359,-86.163,11,6,3
566,Target,"7264781",AL,32.361,-86.161,9,6,3
567,Family Dollar,"5671225",AL,32.363,-86.3,7,4,1
568,Walmart,"14843005",AL,32.364,-86.167,11,7,3
569,Family Dollar,"10085823",AL,32.366,-86.244,14,9,7
570,Family Dollar,"8261518",AL,32.371,-86.344,4,3,2
571,Walmart,"4775970",AL,32.371,-86.268,12,6,5
572,Family Dollar,"5671085",AL,32.381,-86.272,8,8,3
573,Walmart,"67273526",AL,32.382,-86.184,11,6,3
574,Publix,"5634323",AL,32.382,-86.243,13,12,2
575,Walmart,"2344168",AL,32.382,-86.241,13,12,2
576,Walmart,"8483988",AL,32.404,-86.268,7,5,2
577,Dollar Tree,"8177191",AL,34.439,-86.937,1,1,
578,Family Dollar,"5670868",AL,34.443,-86.939,1,1,1
579,Family Dollar,"5671167",AL,34.448,-86.757,,,
580,Walmart,"64123774",AL,34.453,-86.949,1,1,1
581,Walmart,"15587576",AL,34.491,-86.965,1,1,
582,Family Dollar,"5671101",AL,34.525,-86.894,,,
583,Pilot,"5989947",AL,34.529,-86.896,,,
584,Pilot,"42979345",AL,34.53651,-86.90998,,,
585,Family Dollar,"5671079",AL,33.424,-88.004,,,
586,Dollar Tree,"43259182",WI,33.515571,-88.293365,,,
587,Walmart,"2623958",AL,31.72,-85.837,1,1,1
588,Family Dollar,"7888179",AL,31.721,-85.819,1,1,1
589,Macy�s,"8325450",AL,31.765,-85.961,4,2,1
590,Walmart,"15601692",AL,31.781,-85.949,4,4,1
591,Dollar Tree,"30869447",AL,31.802,-85.971,4,4,3
592,Family Dollar,"6890133",AL,31.814,-85.971,4,3,3
593,Walmart,"13633198",AL,33.147,-85.37,4,4,4
594,Walmart,"7325623",AL,33.163,-85.367,4,4,4
595,Family Dollar,"6828562",AL,33.314,-85.485,,,
596,Family Dollar,"43191671",AL,32.2818217,-85.0048183,,,
597,Family Dollar,"5471673",GA,32.416,-84.942,9,4,3
598,Walmart,"8709028",GA,32.423,-84.947,10,6,3
599,Family Dollar,"5471535",GA,32.425,-84.95,10,6,3
600,Family Dollar,"6713308",GA,32.436,-84.94,15,9,6
601,Family Dollar,"5471365",GA,32.444,-84.923,16,11,5
602,Family Dollar,"9727121",GA,32.45,-84.961,18,11,5
603,Family Dollar,"5471489",GA,32.454,-84.939,22,14,7
604,Family Dollar,"5471284",GA,32.464,-84.96,25,13,7
605,Family Dollar,"6749100",GA,32.465,-84.92,21,16,9
606,Walmart,"8651038",GA,32.468,-84.91,19,15,5
607,Walmart,"23794518",GA,32.469,-84.914,20,15,5
608,Family Dollar,"5471672",AL,32.472,-84.999,17,12,7
609,Publix,"46667032",GA,32.482,-84.941,33,24,7
610,Family Dollar,"8883589",GA,32.484,-84.924,32,21,13
611,Family Dollar,"7855857",GA,32.487,-84.984,26,17,4
612,Family Dollar,"5471512",GA,32.493,-84.982,29,16,5
613,Dollar Tree,"6648082",GA,32.494,-84.932,36,27,11
614,Publix,"6869494",GA,32.494,-84.932,36,27,11
615,Home Depot,"7776310",GA,32.498,-84.993,28,11,5
616,Ahold Delhaize,"7872388",GA,32.498,-84.993,28,11,5
617,Walmart,"7778771",GA,32.498,-84.993,28,11,5
618,Target,"7850402",GA,32.498,-84.993,28,11,5
619,Dollar Tree,"67292095",GA,32.506,-84.918,35,23,9
620,Macy�s,"67308196",GA,32.506,-84.947,38,27,15
621,Walmart,"8452127",GA,32.506,-84.978,30,17,8
622,Family Dollar,"43259174",AL,33.504608,-86.310969,,,
623,Walmart,"67439413",AL,33.55,-86.257,2,2,2
624,Macy�s,"6514893",AL,33.565,-86.271,4,2,2
625,Dollar Tree,"1968481",AL,33.566,-86.267,4,2,2
626,Family Dollar,"2737094",AL,33.587,-86.283,4,3,1
627,Dollar Tree,"5016350",AL,33.591,-86.495,2,2,1
628,Home Depot,"3161554",AL,33.609,-86.279,3,1,1
629,Family Dollar,"43093306",AL,33.742704,-86.154992,,,
630,Dollar Tree,"67334167",AL,33.12,-86.756,,,
631,Walmart,"67252646",AL,33.148,-86.749,,,
632,Dollar Tree,"9548727",AL,33.182,-86.615,1,1,1
633,Walmart,"8376592",AL,33.212,-86.829,7,7,3
634,Publix,"67456757",AL,33.213,-86.828,7,7,3
635,Walmart,"8375135",AL,33.213,-86.828,7,7,3
636,Target,"42763856",AL,33.224344,-86.804363,7,7,6
637,Target,"5111705",AL,33.225,-86.803,7,7,5
638,Dollar Tree,"6467040",AL,33.23,-86.823,8,7,6
639,Walmart,"2926788",AL,33.236,-86.804,9,6,4
640,Family Dollar,"2789103",AL,33.278,-86.356,1,1,1
641,Family Dollar,"6894107",AL,32.489,-88.297,2,2,2
642,Dollar Tree,"46419047",AL,33.168,-86.262,6,6,5
643,Family Dollar,"2789100",AL,33.168,-86.251,6,6,5
644,Walmart,"15587622",AL,33.174,-86.287,6,5,4
645,Home Depot,"4855811",AL,33.174,-86.287,6,5,4
646,Family Dollar,"5671172",AL,32.836,-85.764,1,1,1
647,Dollar Tree,"5902832",AL,32.938,-85.948,3,3,3
648,Walmart,"15588068",AL,32.941,-85.976,3,3,2
649,Home Depot,"5395012",AL,32.951,-85.992,3,2,1
650,Family Dollar,"7257289",AL,33.011,-87.607,1,1,
651,Publix,"5784570",AL,33.123,-87.553,4,2,2
652,Walmart,"45976430",AL,33.166,-87.518,9,8,4
653,Pilot,"67285388",AL,33.166,-87.544,12,7,4
654,Walmart,"2539962",AL,33.167,-87.535,10,8,5
655,Walmart,"8371378",AL,33.168,-87.481,7,3,1
656,Pilot,"42571540",AL,33.17229,-87.47867,9,3,2
657,Pilot,"6232396",AL,33.173,-87.479,9,3,2
658,Pilot,"9743784",AL,33.188,-87.526,12,8,6
659,Target,"42763907",AL,33.192994,-87.518279,10,7,4
660,Macy�s,"14010585",AL,33.193,-87.526,12,8,4
661,Target,"5489693",AL,33.194,-87.518,10,8,4
662,Family Dollar,"7760888",AL,33.195,-87.566,12,9,4
663,Home Depot,"66978645",AL,33.195,-87.519,11,7,4
664,Family Dollar,"5670887",AL,33.2,-87.545,13,9,4
665,Dollar Tree,"30451671",AL,33.201,-87.522,11,7,3
666,Family Dollar,"5671156",AL,33.201,-87.589,9,6,3
667,Family Dollar,"5670888",AL,33.205,-87.504,10,6,2
668,Publix,"6075102",AL,33.212,-87.553,10,9,2
669,Walmart,"7324315",AL,33.236,-87.614,9,6,3
670,Walmart,"8796327",AL,33.238,-87.573,9,7,2
671,Walmart,"8797018",AL,33.238,-87.574,9,7,2
672,Family Dollar,"5670869",AL,33.241,-87.58,10,5,3
673,Publix,"67456759",AL,33.259,-87.592,6,5,1
674,Walmart,"2658822",AL,33.26,-87.593,6,5,1
675,Publix,"67437809",AL,33.263,-87.514,2,2,2
676,Home Depot,"2001006",AL,33.845,-87.254,4,4,2
677,Walmart,"45968241",AL,33.845,-87.254,4,4,2
678,Macy�s,"9004534",AL,33.845,-87.255,4,4,2
679,Dollar Tree,"25749730",AL,33.847,-87.276,4,4,3
680,Walmart,"7945779",AL,33.85,-87.273,4,4,4
681,Walmart,"14010836",AL,33.854,-87.288,4,4,4
682,Family Dollar,"7889597",AL,31.996,-87.279,1,1,1
683,Walmart,"15596303",AL,34.224,-87.62,1,1,1
684,Dollar Tree,"7696913",AL,34.229,-87.619,1,1,1
685,Walmart,"7338921",AL,34.239,-87.6,1,1,1
686,Walmart,"7337657",AL,34.241,-87.61,1,1,1
687,Walmart,"67232673",AK,55.376,-131.721,,,
688,Target,"5873873",AK,61.13,-149.882,4,4,2
689,Walmart,"31517587",AK,61.14,-149.865,5,4,3
690,Walmart,"9552973",AK,61.141,-149.86,5,4,3
691,Macy�s,"5365781",AK,61.142,-149.845,5,3,2
692,Home Depot,"2951242",AK,61.144,-149.849,5,3,2
693,Walmart,"2728365",AK,61.171,-149.911,4,3,
694,Home Depot,"64484483",AK,61.182,-149.874,5,3,2
695,Walmart,"7337457",AK,61.192,-149.88,4,4,3
696,Walmart,"7562124",AK,61.211,-149.743,3,3,
697,Home Depot,"2881886",AK,61.217,-149.814,3,2,2
698,Target,"5535089",AK,61.23,-149.746,3,3,3
699,Walmart,"66498171",AK,61.309,-149.535,,,
700,Macy�s,"7793248",AK,61.324,-149.573,,,
701,Walmart,"2217670",AK,64.84,-147.722,6,4,2
702,Home Depot,"67303429",AK,64.857,-147.683,6,5,4
703,Macy�s,"42691740",AK,58.300662,-134.417867,1,1,1
704,Walmart,"5328054",AK,58.358,-134.515,1,1,1
705,Home Depot,"4910656",AK,58.359,-134.48,1,,
706,Walmart,"7337451",AK,60.557,-151.227,2,2,2
707,Home Depot,"2000996",AK,60.561,-151.238,2,2,2
708,Walmart,"6088536",AK,60.564,-151.226,2,2,2
709,Walmart,"65445783",AK,57.812,-152.365,2,2,1
710,Walmart,"66414334",AK,61.569,-149.364,1,1,1
711,Walmart,"31517595",AK,61.573,-149.362,1,1,1
712,Target,"5535090",AK,61.576,-149.405,3,3,1
713,Home Depot,"2629391",AK,61.576,-149.418,3,3,2
714,Bashas,"10633119",AZ,33.842,-109.967,,,
715,Family Dollar,"5910244",AZ,34.124,-109.926,6,6,4
716,Dollar Tree,"10289387",AZ,34.129,-109.289,6,6,6
717,Family Dollar,"5910744",AZ,34.142,-109.954,7,7,5
718,Family Dollar,"5910859",AZ,34.506,-109.384,4,4,3
719,Family Dollar,"9420342",AZ,34.601,-109.633,,,
720,Bashas,"6037794",AZ,34.751,-109.466,,,
721,Family Dollar,"9752879",AZ,35.67,-109.058,1,1,1
722,Family Dollar,"9935513",AZ,35.676,-109.19,,,
723,Bashas,"10632945",AZ,36.172,-109.605,,,
724,Bashas,"8527451",AZ,36.175,-109.552,,,
725,Walmart,"2617891",AZ,31.338,-109.565,3,3,3
726,Family Dollar,"5910766",AZ,31.339,-109.564,3,3,3
727,Walmart,"29573734",AZ,31.341,-109.566,3,3,3
728,Family Dollar,"5911284",AZ,31.345,-109.532,3,3,1
729,Dollar Tree,"5012925",AZ,31.346,-109.539,3,3,3
730,Family Dollar,"5911266",AZ,31.493,-110.257,6,5,4
731,Home Depot,"67395850",AZ,31.53,-110.262,18,16,3
732,Walmart,"15594459",AZ,31.549,-110.265,16,14,11
733,Bashas,"8543077",AZ,31.554,-110.255,14,11,8
734,Family Dollar,"5910815",AZ,31.555,-110.299,16,11,5
735,Family Dollar,"5910135",AZ,31.555,-110.252,14,11,8
736,Target,"4706957",AZ,31.556,-110.256,14,11,8
737,Walmart,"6300856",AZ,31.56,-110.257,14,11,8
738,Family Dollar,"5911261",AZ,31.628,-110.335,2,2,2
739,Family Dollar,"8855227",AZ,31.686,-109.687,,,
740,Family Dollar,"7989442",AZ,31.717,-110.07,2,2,2
741,Family Dollar,"5910138",AZ,31.937,-109.83,,,
742,Dollar Tree,"67226386",AZ,31.957,-110.313,5,5,4
743,Walmart,"4830425",AZ,31.972,-110.316,5,5,4
744,Family Dollar,"5910916",AZ,32.264,-109.837,6,6,6
745,Pilot,"10616206",AZ,32.27,-109.241,,,
746,Pilot,"42979692",AZ,32.271452,-109.241962,,,
747,Home Depot,"2696197",AZ,34.267,-111.322,8,6,3
748,Family Dollar,"7974952",AZ,34.326,-112.118,1,1,1
749,Pilot,"9710878",AZ,34.327,-112.119,1,1,1
750,Family Dollar,"5910242",AZ,34.399,-112.23,1,1,1
751,Target,"5509969",AZ,34.55,-112.436,8,6,4
752,Walmart,"2581931",AZ,34.55,-112.268,1,,
753,Walmart,"1966267",AZ,34.551,-112.408,5,3,3
754,Home Depot,"64306968",AZ,34.552,-112.431,9,6,4
755,Family Dollar,"6863735",AZ,34.557,-112.255,1,,
756,Walmart,"2667565",AZ,34.565,-112.486,6,5,1
757,Family Dollar,"5911030",AZ,34.566,-111.865,2,2,2
758,Bashas,"6037843",AZ,34.568,-113.176,,,
759,Dollar Tree,"3056362",AZ,34.568,-112.413,6,4,3
760,Home Depot,"5524984",AZ,34.572,-112.369,5,2,1
761,Walmart,"5617360",AZ,34.577,-112.362,3,3,1
762,Walmart,"7745278",AZ,34.584,-112.342,4,3,3
763,Family Dollar,"5911313",AZ,34.585,-112.331,4,4,3
764,Dollar Tree,"7273877",AZ,34.597,-112.32,4,4,2
765,Walmart,"26131528",AZ,34.618,-112.426,5,3,2
766,Family Dollar,"5910250",AZ,34.641,-111.796,,,
767,Home Depot,"2908940",AZ,34.678,-111.974,1,1,1
768,Walmart,"2617900",AZ,34.713,-112.001,3,2,1
769,Family Dollar,"5912987",AZ,34.717,-111.9,,,
770,Ahold Delhaize,"6138569",AZ,34.722,-112.003,2,2,2
771,Family Dollar,"5910791",AZ,34.729,-112.008,2,2,2
772,Bashas,"8558754",AZ,34.733,-112.018,2,2,2
773,Dollar Tree,"6299949",AZ,34.736,-112.022,2,2,2
774,Family Dollar,"5832127",AZ,34.74,-112.038,2,2,1
775,Dollar Tree,"9076728",AZ,34.765,-112.45,4,4,4
776,Family Dollar,"5910808",AZ,34.77,-112.454,4,4,4
777,Whole Foods,"8337354",AZ,34.861,-111.79,5,5,4
778,Whole Foods,"8378402",AZ,34.863,-111.785,5,5,3
779,Bashas,"42708643",AZ,34.8658,-111.79526,5,5,3
780,Bashas,"8569689",AZ,34.866,-111.795,5,5,3
781,Family Dollar,"7910916",AZ,34.893,-112.469,,,
782,Bashas,"9710253",AZ,35.176,-111.667,11,11,8
783,Walmart,"7360281",AZ,35.176,-111.665,11,11,8
784,Target,"5509920",AZ,35.184,-111.661,11,11,10
785,Home Depot,"66469562",AZ,35.193,-111.661,13,11,9
786,Dollar Tree,"2209186",AZ,35.195,-111.628,18,14,2
787,Walmart,"7359776",AZ,35.199,-111.616,17,9,7
788,Family Dollar,"7554758",AZ,35.203,-112.523,,,
789,Bashas,"8540940",AZ,35.207,-111.647,17,11,5
790,Bashas,"10633106",AZ,35.208,-111.647,17,11,5
791,Family Dollar,"5910780",AZ,35.215,-111.597,11,10,9
792,Home Depot,"5316516",AZ,35.224,-111.574,10,9,4
793,Family Dollar,"6635837",AZ,35.228,-111.58,10,10,4
794,Pilot,"42979196",AZ,35.238769,-111.822062,,,
795,Pilot,"4897521",AZ,35.24,-111.829,,,
796,Pilot,"6854554",AZ,35.245,-111.838,,,
797,Family Dollar,"5911033",AZ,35.248,-112.197,3,3,3
798,Pilot,"9145459",AZ,35.25,-111.867,,,
799,Family Dollar,"8745091",AZ,35.328,-112.882,,,
800,Family Dollar,"9579060",AZ,36.124,-111.234,,,
801,Bashas,"8527520",AZ,36.129,-111.236,,,
802,Walmart,"2540117",AZ,36.907,-111.478,4,4,4
803,Family Dollar,"5911101",AZ,36.915,-111.459,4,4,4
804,Walmart,"5012006",AZ,36.917,-111.46,4,4,4
805,Family Dollar,"8782470",AZ,36.917,-111.46,4,4,4
806,Pilot,"42979698",AZ,36.922175,-111.454616,4,4,4
807,Family Dollar,"8204105",AZ,36.954,-112.526,,,
808,Walmart,"67212094",AZ,33,-111.521,6,6,4
809,Family Dollar,"5910838",AZ,33.02,-111.39,2,2,1
810,Family Dollar,"5910078",AZ,33.058,-110.905,,,
811,Walmart,"3023111",AZ,33.177,-111.584,4,2,2
812,Bashas,"5833868",AZ,33.233,-111.686,7,3,1
813,Bashas,"8552339",AZ,33.25,-111.65,7,6,3
814,Walmart,"5472902",AZ,33.251,-111.63,6,3,3
815,Target,"42763647",AZ,33.253902,-111.642098,7,3,3
816,Target,"5382781",AZ,33.254,-111.642,7,3,3
817,Dollar Tree,"6201247",AZ,33.254,-111.644,7,5,3
818,Home Depot,"2331379",AZ,33.282,-111.684,7,5,3
819,Family Dollar,"6173167",AZ,33.289,-111.102,2,2,2
820,Bashas,"10632917",AZ,33.307,-110.455,,,
821,Walmart,"5310304",AZ,33.32,-111.689,6,4,3
822,Target,"7264850",AZ,33.324,-111.687,5,4,2
823,Bashas,"8568387",AZ,33.353,-111.432,1,1,
824,Family Dollar,"5911009",AZ,33.362,-110.957,,,
825,Walmart,"2575229",AZ,33.363,-111.654,18,10,7
826,Bashas,"42708644",AZ,33.368931,-111.474617,1,1,1
827,Bashas,"6029371",AZ,33.369,-111.475,1,1,1
828,Bashas,"8524346",AZ,33.377,-111.644,20,10,9
829,Bashas,"5833874",AZ,33.378,-111.62,14,9,7
830,Walmart,"5639974",AZ,33.379,-111.668,26,16,6
831,Walmart,"4913409",AZ,33.384,-111.6,17,10,2
832,Home Depot,"31824110",AZ,33.385,-111.683,25,16,9
833,Family Dollar,"5911018",AZ,33.388,-110.762,5,5,3
834,Home Depot,"67263678",AZ,33.389,-111.613,19,11,6
835,Target,"5506781",AZ,33.389,-111.683,27,17,10
836,Walmart,"25900056",AZ,33.392,-111.699,26,20,10
837,Macy�s,"5788248",AZ,33.394,-111.692,24,16,11
838,Macy�s,"9966575",AZ,33.394,-111.69,25,16,12
839,Dollar Tree,"42560129",WV,33.39472,-111.684584,27,15,10
840,Dollar Tree,"3017246",AZ,33.396,-110.871,3,3,
841,Walmart,"26147807",AZ,33.407,-111.54,10,9,5
842,Bashas,"8563534",AZ,33.408,-111.54,10,9,5
843,Dollar Tree,"5619407",AZ,33.409,-111.538,10,9,5
844,Walmart,"7324211",AZ,33.411,-110.844,5,3,3
845,Walmart,"67323511",AZ,33.414,-111.575,14,11,7
846,Bashas,"6029367",AZ,33.415,-111.6,17,12,7
847,Family Dollar,"5910971",AZ,33.416,-111.634,20,6,3
848,Bashas,"8547764",AZ,33.416,-111.55,11,9,6
849,Bashas,"8562560",AZ,33.434,-111.715,26,13,6
850,Bashas,"10632978",AZ,33.436,-111.72,25,14,6
851,Home Depot,"67368236",AZ,33.453,-111.686,13,8,5
852,Target,"5501105",AZ,33.454,-111.684,14,8,5
853,Bashas,"8529599",AZ,33.46,-110.429,,,
854,Bashas,"10633110",AZ,33.468,-111.684,11,9,4
855,Target,"5498792",AZ,33.574,-111.718,2,1,1
856,Home Depot,"4862487",AZ,34.199,-110.016,4,3,3
857,Walmart,"8802040",AZ,34.2,-110.016,4,3,3
858,Family Dollar,"5910939",AZ,34.237,-111.323,8,8,8
859,Dollar Tree,"2923314",AZ,34.242,-111.328,8,8,8
860,Walmart,"66293340",AZ,34.244,-111.323,8,8,8
861,Dollar Tree,"5619897",AZ,34.246,-110.055,7,6,4
862,Walmart,"24975958",AZ,34.247,-111.325,8,8,8
863,Family Dollar,"5910759",AZ,34.25,-110.041,7,5,5
864,Family Dollar,"5910150",AZ,34.407,-110.567,3,2,1
865,Bashas,"9796934",AZ,34.459,-110.121,2,1,
866,Dollar Tree,"5539314",AZ,34.464,-110.104,2,2,1
867,Bashas,"8538830",AZ,34.464,-110.104,2,2,1
868,Walmart,"8497200",AZ,34.472,-110.089,5,2,2
869,Bashas,"6029336",AZ,34.475,-110.088,5,5,2
870,Bashas,"10632953",AZ,32.832,-109.757,6,3,1
871,Home Depot,"2986934",AZ,32.833,-109.734,7,6,6
872,Walmart,"7324305",AZ,32.833,-109.731,7,6,6
873,Dollar Tree,"2700638",AZ,32.835,-109.761,6,3,1
874,Family Dollar,"5910817",AZ,32.836,-109.732,7,6,6
875,Bashas,"8552230",AZ,32.839,-109.739,7,6,3
876,Family Dollar,"7778138",AZ,33.037,-109.965,,,
877,Bashas,"66773563",AZ,33.051,-109.327,2,2,2
878,Family Dollar,"5909866",AZ,33.056,-109.304,2,2,2
879,Family Dollar,"7374813",AZ,32.722,-109.1,,,
880,Family Dollar,"9419703",AZ,33.615,-114.509,,,
881,Dollar Tree,"4924684",CA,33.623,-114.6,3,3,3
882,Pilot,"42979672",AZ,33.633819,-113.768436,,,
883,Pilot,"7495444",AZ,33.634,-113.769,,,
884,Family Dollar,"5910133",AZ,33.667,-114.209,1,1,1
885,Family Dollar,"6883867",AZ,33.783,-113.707,,,
886,Family Dollar,"8663858",AZ,33.931,-114.007,,,
887,Bashas,"6037850",AZ,34.147,-114.289,3,3,3
888,Family Dollar,"5911234",AZ,34.15,-114.292,3,3,3
889,Walmart,"5875640",AZ,34.156,-114.276,3,3,3
890,Pilot,"42979356",AZ,32.738557,-111.549374,2,2,1
891,Family Dollar,"10552315",AZ,32.749,-111.671,,,
892,Family Dollar,"5910807",AZ,32.749,-111.549,2,2,2
893,Pilot,"42979691",AZ,32.779244,-111.618012,3,2,2
894,Family Dollar,"8045792",AZ,32.793,-111.616,2,2,2
895,Walmart,"67448909",AZ,32.878,-111.712,12,10,3
896,Walmart,"15594467",AZ,32.878,-111.73,13,10,10
897,Family Dollar,"9943471",AZ,32.88,-111.978,2,2,2
898,Family Dollar,"5911192",AZ,32.88,-111.732,13,10,10
